﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:59WN2psjkt1tyaxjspN8fp","Killing In The Name - Remastered","Rage Against The Machine","Rage Against The Machine - XX (20th Anniversary Special Edition)","1","2","313573","spotify:user:1163504943","2015-12-02T13:04:40Z"
"spotify:track:77SEoDInsygNQIMoGasdRZ","Super Sudden","Sudden","Superkräfte","1","2","205758","spotify:user:1163504943","2015-12-02T21:03:36Z"
"spotify:track:2NeHnSFnwNp1Z5WYgcjJ8L","X Gon' Give It To Ya","DMX","The Best Of DMX","1","8","219253","spotify:user:1163504943","2016-01-10T13:26:24Z"
"spotify:track:1vcxF91pWs9uNwDROuiCPB","Savior","Rise Against","Appeal To Reason","1","11","242280","spotify:user:1163504943","2016-01-20T13:13:52Z"
"spotify:track:2GTBnTnkvaNhVg7ADGnVzN","Prayer Of The Refugee","Rise Against","The Sufferer & The Witness","1","6","199386","spotify:user:1163504943","2016-01-20T13:14:31Z"
"spotify:track:00hVU6kDP67JHurfwG2dtq","Hero Of War","Rise Against","Appeal To Reason","1","10","253080","spotify:user:1163504943","2016-01-20T13:14:35Z"
"spotify:track:1UMfD9AXeunpbd2TKEtuY9","Satellite","Rise Against","Endgame","1","5","238573","spotify:user:1163504943","2016-01-20T13:14:39Z"
"spotify:track:5sHoO0M6z534SYGC6DfvbJ","Indian Moon - Bonus Track","State Radio","Us Against the Crown (Bonus Track Version)","1","14","284333","spotify:user:1163504943","2016-08-01T15:41:43Z"
"spotify:track:0vvpFlBvUOIx3o7NT3G0q1","Gold On The Ceiling","The Black Keys","Gold On The Ceiling","1","1","224333","spotify:user:1163504943","2016-09-22T07:26:58Z"
"spotify:track:3dOAXUx7I1qnzWzxdnsyB8","Lonely Boy","The Black Keys","Lonely Boy","1","1","193653","spotify:user:1163504943","2016-09-22T07:27:02Z"
"spotify:track:3cwDSDzTiWr5H5xMQhQ6Mx","Du hast","Rammstein","Sehnsucht","1","5","234226","spotify:user:1163504943","2016-11-18T09:44:30Z"
"spotify:track:5siM4eG36axvG3alLNnsAx","Sonne","Rammstein","Mutter","1","3","272440","spotify:user:1163504943","2016-11-18T09:44:32Z"
"spotify:track:634JArk1AoXtts5DVdd4p2","Feuer Frei","Rammstein","Mutter","1","5","188600","spotify:user:1163504943","2016-11-18T09:44:33Z"
"spotify:track:0HpMvhmhBnRBJ9iocNl16t","AMERIKA","Rammstein","Reise, Reise","1","6","226760","spotify:user:1163504943","2016-11-18T09:44:35Z"
"spotify:track:4L58FgCh0T0WNG0UIqxK4E","Engel","Rammstein","Sehnsucht","1","2","264266","spotify:user:1163504943","2016-11-18T09:44:38Z"
"spotify:track:7lI4CE7mlyYyrPTMHzLF1x","Mein Herz Brennt","Rammstein","Mutter","1","1","279893","spotify:user:1163504943","2016-11-18T09:44:41Z"
"spotify:track:14NwRQ6fnnoSfjeaHRZqz1","Ich Will","Rammstein","Mutter","1","4","217106","spotify:user:1163504943","2016-11-18T09:44:44Z"
"spotify:track:4Hp6GJYHQxhb3OyFicO79j","MEIN TEIL","Rammstein","Reise, Reise","1","2","272413","spotify:user:1163504943","2016-11-18T09:44:47Z"
"spotify:track:5UMob1ZBQs0O3yKVzxmXy3","ROSENROT","Rammstein","ROSENROT","1","3","234706","spotify:user:1163504943","2016-11-18T09:44:57Z"
"spotify:track:0HFKRJ86CSYRGkbALc6Aen","OHNE DICH","Rammstein","Reise, Reise","1","10","271173","spotify:user:1163504943","2016-11-18T09:45:12Z"
"spotify:track:3nhJpxZXEQTsZwrDUihXQf","Drunken Lullabies","Flogging Molly","Drunken Lullabies","1","1","230640","spotify:user:1163504943","2016-12-02T10:49:47Z"
"spotify:track:4S5RQJ9UmpkS61bSmMPjEi","If I Ever Leave This World Alive","Flogging Molly","Drunken Lullabies","1","4","201533","spotify:user:1163504943","2016-12-02T10:49:49Z"
"spotify:track:2DPrCpQlpwWGJSPJJtLTyY","Devil's Dance Floor","Flogging Molly","Swagger","1","10","239653","spotify:user:1163504943","2016-12-02T10:49:51Z"
"spotify:track:2NFyWtBM9pTPszMMmxjVOl","What’s Left of the Flag","Flogging Molly","Drunken Lullabies","1","2","218960","spotify:user:1163504943","2016-12-02T10:49:52Z"
